<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>
WC,140519,665.00,675.50,665.00,674.50,72503
WC,140520,679.00,680.00,669.00,670.50,72503
WC,140521,671.00,671.00,663.50,664.25,66296
WC,140522,657.50,659.25,657.50,659.25,67073
WC,140523,654.00,654.00,652.00,652.50,67073
WC,140526,652.50,652.50,652.50,652.50,0
WC,140527,642.00,642.00,641.00,641.00,58007
WC,140528,639.50,639.50,638.50,638.75,53220
WC,140529,636.25,636.25,632.00,632.50,49662
WC,140530,636.00,636.00,627.25,627.25,49662
WC,140602,621.75,622.00,618.00,620.75,62437
WC,140603,612.50,613.00,611.50,612.50,62437
WC,140604,618.00,618.00,614.50,614.50,55548
WC,140605,606.00,607.00,605.75,605.75,52098
WC,140606,610.75,619.25,610.75,618.25,66067
WC,140609,609.25,613.00,609.25,612.50,66067
WC,140610,607.75,607.75,601.00,601.25,69509
WC,140611,590.00,590.00,589.00,589.25,75741
WC,140612,590.25,590.25,584.00,585.25,75741
WC,140613,587.00,587.00,586.00,586.00,66219
WC,140616,582.50,582.50,581.00,581.00,66219
WC,140617,584.00,584.00,581.50,581.75,54988
WC,140618,587.50,597.50,586.25,587.00,54988
WC,140619,592.00,594.00,592.00,593.50,54897
WC,140620,584.50,585.25,584.50,585.25,36985
WC,140623,589.00,589.00,588.50,589.00,44591
WC,140624,585.00,585.00,580.75,580.75,44591
WC,140625,580.75,584.25,580.75,584.25,40259
WC,140626,585.00,585.00,584.00,584.75,57621
WC,140627,587.00,594.00,587.00,593.75,57621
WC,140630,580.50,580.50,576.00,577.50,72057
WC,140701,572.00,572.50,571.50,572.50,72057
WC,140702,574.50,576.00,574.50,575.50,47820
WC,140703,579.00,581.00,579.00,579.50,34648
WC,140704,579.50,579.50,579.50,579.50,0
WC,140707,576.00,576.00,556.00,556.75,52187
WC,140708,559.00,559.00,555.00,556.25,52187
WC,140709,552.50,552.50,551.00,551.25,39038
WC,140710,546.25,548.50,546.25,548.50,39269
WC,140711,526.00,526.00,525.00,526.00,68041
WC,140714,530.00,537.75,530.00,537.75,68041
WC,140715,537.75,537.75,537.75,537.75,44745
WC,140716,538.50,538.50,537.50,538.00,37907
WC,140717,551.00,551.00,550.50,550.75,88501
WC,140718,534.50,534.75,532.25,532.25,88501
WC,140721,526.75,530.00,526.75,530.00,52234
WC,140722,524.50,525.50,524.50,524.50,36058
WC,140723,525.75,531.00,525.75,530.75,35671
WC,140724,529.00,529.00,528.50,528.75,56461
WC,140725,532.25,538.50,532.25,538.00,56461
WC,140728,535.50,535.50,534.75,534.75,42238
WC,140729,529.50,529.50,519.00,520.00,52042
WC,140730,525.50,527.50,523.75,527.25,52042
WC,140731,529.00,530.25,529.00,530.25,59662
WC,140801,544.00,544.00,533.50,534.25,60735
WC,140804,546.75,551.50,543.00,544.00,60735
WC,140805,542.00,552.50,542.00,552.50,55273
WC,140806,569.50,571.75,566.50,568.00,83170
WC,140807,561.75,562.25,561.50,561.50,83170
WC,140808,557.00,557.00,547.50,549.25,80800
WC,140811,549.25,549.25,546.50,546.50,97475
WC,140812,539.00,539.00,538.00,538.00,97475
WC,140813,535.00,535.00,528.00,528.00,96506
WC,140814,536.50,537.25,528.00,537.25,65016
WC,140815,549.75,563.50,549.50,563.50,60388
WC,140818,554.25,554.50,554.25,554.25,60388
WC,140819,559.00,559.00,558.50,558.50,55910
WC,140820,549.50,550.50,549.00,550.00,65144
WC,140821,554.25,556.00,554.25,555.50,65144
WC,140822,563.00,563.00,555.50,562.25,70779
WC,140825,563.00,563.00,554.50,554.50,70779
WC,140826,556.00,557.00,556.00,556.50,56498
WC,140827,557.50,562.50,557.50,562.25,56498
WC,140828,573.25,575.75,571.00,571.75,81786
WC,140829,563.00,563.50,562.00,563.50,81786
WC,140901,550.25,550.25,550.25,550.25,0
WC,140902,554.50,555.00,554.25,555.00,51459
WC,140903,537.00,537.00,535.00,535.75,81943
WC,140904,531.00,535.75,530.25,530.25,81943
WC,140905,530.50,536.75,530.50,535.25,48932
WC,140908,533.50,535.25,533.50,533.50,48720
WC,140909,528.00,533.50,527.50,527.50,33922
WC,140910,520.50,520.50,519.50,519.75,35896
WC,140911,517.50,517.75,507.75,509.50,58989
WC,140912,503.00,503.00,502.50,502.50,58989
WC,140915,500.00,502.50,500.00,500.75,39754
WC,140916,501.00,501.00,496.25,496.25,48769
WC,140917,499.50,500.00,499.25,499.25,48769
WC,140918,488.25,488.50,487.75,488.50,33252
WC,140919,484.00,484.00,474.00,474.50,45467
WC,140922,476.00,476.75,474.50,476.75,61856
WC,140923,475.50,476.75,475.50,476.00,61856
WC,140924,483.00,483.00,480.25,480.25,54643
WC,140925,480.25,480.25,474.00,474.00,54643
WC,140926,474.50,474.75,474.25,474.25,51821
WC,140929,480.00,482.00,480.00,481.25,41810
WC,140930,469.75,478.50,469.50,477.75,61656
WC,141001,472.00,479.00,472.00,479.00,61656
WC,141002,483.00,484.00,482.75,482.75,48696
WC,141003,482.75,485.75,482.75,485.75,48696
WC,141006,491.25,491.50,491.25,491.50,44411
WC,141007,496.50,506.50,491.50,506.25,71942
WC,141008,508.00,508.00,507.75,507.75,71942
WC,141009,493.25,507.75,493.25,493.25,56948
WC,141010,490.00,498.50,490.00,498.50,67978
WC,141013,498.50,505.25,498.50,505.25,67978
WC,141014,505.00,509.50,505.00,509.25,39341
WC,141015,507.00,515.00,506.00,506.00,55380
WC,141016,507.00,517.00,507.00,517.00,55380
WC,141017,515.25,516.00,514.75,516.00,48282
WC,141020,516.00,516.00,513.50,513.50,48282
WC,141021,522.25,522.25,517.25,519.25,55907
WC,141022,522.00,522.50,522.00,522.25,55907
WC,141023,527.00,527.50,524.00,526.75,51409
WC,141024,519.00,519.00,517.50,517.75,57243
WC,141027,521.50,523.00,521.50,522.75,57243
WC,141028,527.25,532.00,527.00,530.75,50296
WC,141029,538.25,540.00,537.50,538.25,45827
WC,141030,535.50,536.25,535.50,536.00,53290
WC,141031,524.25,532.50,522.50,532.50,60413
WC,141103,538.00,538.25,532.50,538.25,60413
WC,141104,532.75,532.75,530.25,530.50,48408
WC,141105,524.75,525.25,523.50,524.75,61576
WC,141106,520.50,524.75,520.25,520.25,61576
WC,141107,514.00,514.50,514.00,514.50,64780
WC,141110,518.00,518.25,516.00,517.25,87728
WC,141111,515.00,525.25,515.00,525.25,95070
WC,141112,545.00,545.00,541.50,542.75,138060
WC,141113,542.75,553.75,542.75,553.75,138060
WC,141114,560.50,560.75,553.75,560.50,111919
WC,141117,552.50,560.50,551.75,551.75,63504
WC,141118,550.50,551.00,550.50,551.00,40530
WC,141119,551.00,551.00,541.00,541.00,54799
WC,141120,552.50,553.00,541.00,552.50,59988
WC,141121,551.00,556.00,551.00,553.50,60972
WC,141124,549.00,550.00,548.50,549.50,60972
WC,141125,549.50,557.75,549.50,557.75,58768
WC,141126,561.50,562.75,553.50,562.75,53883
WC,141127,562.75,562.75,562.75,562.75,0
WC,141128,573.00,580.00,572.75,578.50,68864
WC,141201,583.00,608.00,583.00,606.75,91685
WC,141202,602.25,603.25,602.25,603.25,93598
WC,141203,590.00,590.00,588.50,589.50,93598
WC,141204,589.50,589.75,589.50,589.75,64404
WC,141205,594.00,595.50,594.00,594.00,61220
WC,141208,602.75,602.75,595.50,598.00,56499
WC,141209,587.00,587.00,585.75,585.75,59312
WC,141210,585.75,585.75,581.75,581.75,59312
WC,141211,595.50,597.50,595.50,597.50,76314
WC,141212,605.00,606.50,597.50,606.50,76314
WC,141215,619.00,619.00,619.00,619.00,72039
WC,141216,623.00,623.25,619.00,623.25,93302
WC,141217,629.75,649.00,629.75,648.50,103230
WC,141218,656.50,656.50,653.50,655.25,103230
WC,141219,631.50,633.50,631.50,632.25,102121
WC,141222,638.75,639.00,625.75,625.75,68685
WC,141223,632.50,635.75,632.25,635.50,53792
WC,141224,615.50,615.50,611.00,611.50,38221
WC,141225,611.50,611.50,611.50,611.50,0
WC,141226,612.00,612.00,609.50,610.75,38221
WC,141229,610.25,615.50,610.25,615.50,29593
WC,141230,603.50,603.50,601.00,602.00,34044
WC,141231,591.00,591.00,588.50,589.75,37572
WC,150101,589.75,589.75,589.75,589.75,0
WC,150102,585.25,585.25,580.00,581.25,38997
WC,150105,592.00,592.00,589.00,589.00,45078
WC,150106,587.50,591.75,587.50,591.75,52463
WC,150107,581.00,581.00,579.50,579.50,52463
WC,150108,571.50,571.50,566.00,567.00,49560
WC,150109,570.75,573.50,563.75,563.75,54780
WC,150112,565.00,565.00,555.50,555.50,74233
WC,150113,559.25,559.25,548.00,548.00,74233
WC,150114,538.00,538.75,537.00,537.75,66809
WC,150115,533.25,537.75,532.75,532.75,66809
WC,150116,532.00,532.75,532.00,532.75,59519
WC,150119,532.75,532.75,532.75,532.75,0
WC,150120,536.00,537.00,532.75,537.00,62926
WC,150121,542.50,542.50,536.00,536.75,62926
WC,150122,536.00,564.25,533.75,533.75,50807
WC,150123,535.00,535.25,530.00,530.00,57432
WC,150126,526.25,526.25,519.50,520.50,57432
WC,150127,524.00,524.00,518.75,519.00,52607
WC,150128,513.75,513.75,505.25,505.25,78409
WC,150129,509.50,509.50,507.75,507.75,78409
WC,150130,502.00,507.75,502.00,502.75,76823
WC,150202,496.50,496.50,492.25,492.75,67223
